setting,setting_type,rep,n,p,s,rho,language,method,model_class,ibs,cindex_td,runtime_sec,status,error_message
setting1_highdim_s50_n1500,highdim,50,1500,500,50.0,0.3,Python,sksurv_CoxnetSurvivalAnalysis,Penalized Cox,0.169141349494683,0.695589630581826,0.5358579158782959,success,
setting1_highdim_s50_n1500,highdim,50,1500,500,50.0,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2001161240525252,0.6223487283077771,11.419188737869264,success,
setting1_highdim_s50_n1500,highdim,50,1500,500,50.0,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2000075684598729,0.6142992685091666,46.618003368377686,success,
setting2_smooth_nonlinear_n1000,nonlinear,1,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1804798115355332,0.6057823645469722,0.1821820735931396,success,
setting2_smooth_nonlinear_n1000,nonlinear,1,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.172345093550824,0.6914554560631355,1.4326703548431396,success,
setting2_smooth_nonlinear_n1000,nonlinear,1,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.17148202778005,0.685612384276825,4.140536546707153,success,
setting2_smooth_nonlinear_n1000,nonlinear,2,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1947189202418892,0.6216197944835046,0.1469209194183349,success,
setting2_smooth_nonlinear_n1000,nonlinear,2,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.185066068572106,0.6646160086533262,1.3769214153289795,success,
setting2_smooth_nonlinear_n1000,nonlinear,2,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1913895880930344,0.6760411032990806,4.154222249984741,success,
setting2_smooth_nonlinear_n1000,nonlinear,3,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1946515973314495,0.5953540651929562,0.1487047672271728,success,
setting2_smooth_nonlinear_n1000,nonlinear,3,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.185912811719836,0.6517796927688273,1.3770501613616943,success,
setting2_smooth_nonlinear_n1000,nonlinear,3,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1804993758166285,0.6787560884226302,4.177347183227539,success,
setting2_smooth_nonlinear_n1000,nonlinear,4,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.195903566637536,0.6053074055120988,0.1451056003570556,success,
setting2_smooth_nonlinear_n1000,nonlinear,4,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1783551363484002,0.69354484976972,1.4642279148101809,success,
setting2_smooth_nonlinear_n1000,nonlinear,4,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1633131256104998,0.706045763579209,4.152548789978027,success,
setting2_smooth_nonlinear_n1000,nonlinear,5,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2074859421355468,0.6305358295674629,0.1447653770446777,success,
setting2_smooth_nonlinear_n1000,nonlinear,5,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2004333489780292,0.6779857972885732,1.457585096359253,success,
setting2_smooth_nonlinear_n1000,nonlinear,5,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2018741980753872,0.672046481601033,4.1734912395477295,success,
setting2_smooth_nonlinear_n1000,nonlinear,6,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1811339922877192,0.609441749330244,0.1493775844573974,success,
setting2_smooth_nonlinear_n1000,nonlinear,6,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1631407788246751,0.7040764607921223,1.33579683303833,success,
setting2_smooth_nonlinear_n1000,nonlinear,6,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1524834713968058,0.7074795452899862,4.145704030990601,success,
setting2_smooth_nonlinear_n1000,nonlinear,7,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1745812021788551,0.6460283902144367,0.1479034423828125,success,
setting2_smooth_nonlinear_n1000,nonlinear,7,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1695220612259238,0.6721534279673814,1.3562543392181396,success,
setting2_smooth_nonlinear_n1000,nonlinear,7,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1697595457356796,0.6725309574146784,4.150306224822998,success,
setting2_smooth_nonlinear_n1000,nonlinear,8,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1852538864553684,0.6236794171220401,0.1473028659820556,success,
setting2_smooth_nonlinear_n1000,nonlinear,8,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1745560175892754,0.6930418943533697,1.4578843116760254,success,
setting2_smooth_nonlinear_n1000,nonlinear,8,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1593088987188992,0.7049908925318762,4.17054009437561,success,
setting2_smooth_nonlinear_n1000,nonlinear,9,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2134163746326881,0.5600859766820817,0.1452763080596923,success,
setting2_smooth_nonlinear_n1000,nonlinear,9,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1866177155522879,0.615058946134306,1.468092918395996,success,
setting2_smooth_nonlinear_n1000,nonlinear,9,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1829783426086536,0.6551162639223604,4.16800332069397,success,
setting2_smooth_nonlinear_n1000,nonlinear,10,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2074310510795195,0.6011537429568017,0.1480350494384765,success,
setting2_smooth_nonlinear_n1000,nonlinear,10,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1863196727572003,0.7031795009390931,1.429250955581665,success,
setting2_smooth_nonlinear_n1000,nonlinear,10,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1668344636353543,0.7298765763348538,4.169803857803345,success,
setting2_smooth_nonlinear_n1000,nonlinear,11,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2003888803603807,0.5976923076923077,0.2148458957672119,success,
setting2_smooth_nonlinear_n1000,nonlinear,11,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1877387189661981,0.6758041958041958,1.4186744689941406,success,
setting2_smooth_nonlinear_n1000,nonlinear,11,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1790050806076974,0.6674825174825175,4.157459735870361,success,
setting2_smooth_nonlinear_n1000,nonlinear,12,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2187684492091344,0.6008853065539113,0.1515440940856933,success,
setting2_smooth_nonlinear_n1000,nonlinear,12,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2054046744119966,0.625066067653277,1.4055943489074707,success,
setting2_smooth_nonlinear_n1000,nonlinear,12,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.205286665927319,0.6491146934460887,4.138665437698364,success,
setting2_smooth_nonlinear_n1000,nonlinear,13,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2056442048953073,0.6327976717702138,0.1451473236083984,success,
setting2_smooth_nonlinear_n1000,nonlinear,13,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.191766245170566,0.6915728204479311,1.388312816619873,success,
setting2_smooth_nonlinear_n1000,nonlinear,13,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.172529654316625,0.7197266860685816,4.170281410217285,success,
setting2_smooth_nonlinear_n1000,nonlinear,14,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1949970650012652,0.6014492753623188,0.1453597545623779,success,
setting2_smooth_nonlinear_n1000,nonlinear,14,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1804697516880668,0.6827697262479872,1.429291009902954,success,
setting2_smooth_nonlinear_n1000,nonlinear,14,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1719207597491907,0.7034353193773484,4.163828611373901,success,
setting2_smooth_nonlinear_n1000,nonlinear,15,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1931100277797682,0.5951492537313433,0.1485235691070556,success,
setting2_smooth_nonlinear_n1000,nonlinear,15,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1709688798091183,0.6702985074626866,1.4170429706573486,success,
setting2_smooth_nonlinear_n1000,nonlinear,15,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1770600504399948,0.6676865671641791,4.164118051528931,success,
setting2_smooth_nonlinear_n1000,nonlinear,16,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2182376635893015,0.5577501635055592,0.1445767879486084,success,
setting2_smooth_nonlinear_n1000,nonlinear,16,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1875987989472278,0.6712884238064094,1.4536731243133545,success,
setting2_smooth_nonlinear_n1000,nonlinear,16,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1798152647645529,0.6705689993459778,4.196930170059204,success,
setting2_smooth_nonlinear_n1000,nonlinear,17,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2116477527956342,0.5985890898931341,0.1638033390045166,success,
setting2_smooth_nonlinear_n1000,nonlinear,17,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1909104788762683,0.6289725501152476,1.4458205699920654,success,
setting2_smooth_nonlinear_n1000,nonlinear,17,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1856316280564053,0.6606132569672417,4.164212942123413,success,
setting2_smooth_nonlinear_n1000,nonlinear,18,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2081896912977421,0.592201240711705,0.1495954990386963,success,
setting2_smooth_nonlinear_n1000,nonlinear,18,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1842326541137167,0.6547821937419047,1.450118064880371,success,
setting2_smooth_nonlinear_n1000,nonlinear,18,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1964140273015908,0.6543049969323063,4.187957763671875,success,
setting2_smooth_nonlinear_n1000,nonlinear,19,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1921851245840966,0.6373514431239389,0.1645822525024414,success,
setting2_smooth_nonlinear_n1000,nonlinear,19,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1828496178396459,0.6647877758913413,1.47790789604187,success,
setting2_smooth_nonlinear_n1000,nonlinear,19,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1700119510709609,0.6930390492359932,4.187159776687622,success,
setting2_smooth_nonlinear_n1000,nonlinear,20,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2023527016741155,0.5928576205443724,0.1655404567718505,success,
setting2_smooth_nonlinear_n1000,nonlinear,20,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1851524519413051,0.6416772554002541,1.3671646118164062,success,
setting2_smooth_nonlinear_n1000,nonlinear,20,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.187663214269731,0.6513074299471678,4.178634643554688,success,
setting2_smooth_nonlinear_n1000,nonlinear,21,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2076544200905535,0.5789581624282198,0.1487030982971191,success,
setting2_smooth_nonlinear_n1000,nonlinear,21,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1895665472598859,0.6439704675963905,1.5092151165008545,success,
setting2_smooth_nonlinear_n1000,nonlinear,21,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1826691526844794,0.6808859721082855,4.139623641967773,success,
setting2_smooth_nonlinear_n1000,nonlinear,22,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.197152078255138,0.6152617439918682,0.1467561721801757,success,
setting2_smooth_nonlinear_n1000,nonlinear,22,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1807072330468563,0.694184273578741,1.4568121433258057,success,
setting2_smooth_nonlinear_n1000,nonlinear,22,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1721477123482709,0.6915704639512089,4.162539482116699,success,
setting2_smooth_nonlinear_n1000,nonlinear,23,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1799384058945934,0.6743510005408329,0.1622335910797119,success,
setting2_smooth_nonlinear_n1000,nonlinear,23,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1776978992469172,0.725797728501893,1.3674025535583496,success,
setting2_smooth_nonlinear_n1000,nonlinear,23,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1585367476958077,0.7568280151433208,4.163038730621338,success,
setting2_smooth_nonlinear_n1000,nonlinear,24,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2130313569411878,0.6014992303058697,0.1637403964996338,success,
setting2_smooth_nonlinear_n1000,nonlinear,24,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1881456933897829,0.6672913459607791,1.3670475482940674,success,
setting2_smooth_nonlinear_n1000,nonlinear,24,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1864010195769851,0.6685630145237936,4.150604248046875,success,
setting2_smooth_nonlinear_n1000,nonlinear,25,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1913273822512282,0.630259623992838,0.1422648429870605,success,
setting2_smooth_nonlinear_n1000,nonlinear,25,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1826843767579383,0.6833551408305213,1.423729658126831,success,
setting2_smooth_nonlinear_n1000,nonlinear,25,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1665095757669635,0.7042903381309827,4.166332006454468,success,
setting2_smooth_nonlinear_n1000,nonlinear,26,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.194080264461904,0.6358641689283113,0.1437351703643798,success,
setting2_smooth_nonlinear_n1000,nonlinear,26,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.179233016001247,0.7061627060303171,1.3798141479492188,success,
setting2_smooth_nonlinear_n1000,nonlinear,26,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1672594028564389,0.71609187793738,4.164210796356201,success,
setting2_smooth_nonlinear_n1000,nonlinear,27,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2055364649098623,0.610249177244946,0.143867015838623,success,
setting2_smooth_nonlinear_n1000,nonlinear,27,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1828088816364376,0.7132110954395863,1.4186208248138428,success,
setting2_smooth_nonlinear_n1000,nonlinear,27,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1648854132009906,0.7234871381556854,4.162198066711426,success,
setting2_smooth_nonlinear_n1000,nonlinear,28,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1925815168547248,0.6075202215259055,0.1457376480102539,success,
setting2_smooth_nonlinear_n1000,nonlinear,28,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1825102305169769,0.6453399402463018,1.458263635635376,success,
setting2_smooth_nonlinear_n1000,nonlinear,28,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1868342518370016,0.6390002186110909,4.136506080627441,success,
setting2_smooth_nonlinear_n1000,nonlinear,29,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2152208770563282,0.585481818790598,0.1417944431304931,success,
setting2_smooth_nonlinear_n1000,nonlinear,29,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1961449557697892,0.6270006026920244,1.4071531295776367,success,
setting2_smooth_nonlinear_n1000,nonlinear,29,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1954160736022181,0.6465546105939864,4.178943872451782,success,
setting2_smooth_nonlinear_n1000,nonlinear,30,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2112530344997946,0.613249951143248,0.1620352268218994,success,
setting2_smooth_nonlinear_n1000,nonlinear,30,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1991931186653567,0.6521399257377369,1.3779189586639404,success,
setting2_smooth_nonlinear_n1000,nonlinear,30,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2009877465309498,0.6559181812259788,4.185635566711426,success,
setting2_smooth_nonlinear_n1000,nonlinear,31,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2082941600579565,0.5844914831444659,0.1448297500610351,success,
setting2_smooth_nonlinear_n1000,nonlinear,31,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.185567486263674,0.6368754899864586,1.3692011833190918,success,
setting2_smooth_nonlinear_n1000,nonlinear,31,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1860625336377596,0.6606086522699737,4.1421191692352295,success,
setting2_smooth_nonlinear_n1000,nonlinear,32,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1970064754210966,0.6331032616050887,0.144474983215332,success,
setting2_smooth_nonlinear_n1000,nonlinear,32,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1868366866767337,0.6828393557991609,1.4668056964874268,success,
setting2_smooth_nonlinear_n1000,nonlinear,32,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1846093592120794,0.6686967113276492,4.171034097671509,success,
setting2_smooth_nonlinear_n1000,nonlinear,33,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1818110927787666,0.6422203649533361,0.1452276706695556,success,
setting2_smooth_nonlinear_n1000,nonlinear,33,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1743116813614851,0.7170915169243627,1.4479684829711914,success,
setting2_smooth_nonlinear_n1000,nonlinear,33,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1677931289671321,0.7083159214375261,4.211308002471924,success,
setting2_smooth_nonlinear_n1000,nonlinear,34,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.193119226282953,0.6104493971501644,0.1472821235656738,success,
setting2_smooth_nonlinear_n1000,nonlinear,34,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1692941231138726,0.7088783339422725,1.439784288406372,success,
setting2_smooth_nonlinear_n1000,nonlinear,34,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1544545022850856,0.7134819145049324,4.1829447746276855,success,
setting2_smooth_nonlinear_n1000,nonlinear,35,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.223081961474921,0.5799134653205716,0.1457042694091797,success,
setting2_smooth_nonlinear_n1000,nonlinear,35,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.203215857165398,0.6907696341943097,1.427265167236328,success,
setting2_smooth_nonlinear_n1000,nonlinear,35,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2063933168025875,0.6825095057034221,4.16552472114563,success,
setting2_smooth_nonlinear_n1000,nonlinear,36,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.196495298635271,0.6099658800113733,0.2111194133758545,success,
setting2_smooth_nonlinear_n1000,nonlinear,36,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1782104080734206,0.6734432755189081,1.4087109565734863,success,
setting2_smooth_nonlinear_n1000,nonlinear,36,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1702190363335508,0.7067102644299118,4.231714487075806,success,
setting2_smooth_nonlinear_n1000,nonlinear,37,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1911318308614206,0.6235448195576252,0.1450002193450927,success,
setting2_smooth_nonlinear_n1000,nonlinear,37,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1869169093815857,0.6706926658905704,1.3968114852905271,success,
setting2_smooth_nonlinear_n1000,nonlinear,37,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1896101018440424,0.6762951105937136,4.178371429443359,success,
setting2_smooth_nonlinear_n1000,nonlinear,38,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1856572660355361,0.6275958909171532,0.1606156826019287,success,
setting2_smooth_nonlinear_n1000,nonlinear,38,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1791876353636534,0.6562707856034291,1.4646382331848145,success,
setting2_smooth_nonlinear_n1000,nonlinear,38,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1829938230808204,0.6592269603133545,4.162246942520142,success,
setting2_smooth_nonlinear_n1000,nonlinear,39,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2001441178752797,0.6196835147225747,0.143923282623291,success,
setting2_smooth_nonlinear_n1000,nonlinear,39,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1851365070842697,0.6917940842625359,1.3770506381988523,success,
setting2_smooth_nonlinear_n1000,nonlinear,39,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1873953157414991,0.6791079655471723,4.174900531768799,success,
setting2_smooth_nonlinear_n1000,nonlinear,40,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1987618277244515,0.6148158385736991,0.1453244686126709,success,
setting2_smooth_nonlinear_n1000,nonlinear,40,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1868261342924298,0.6651924538732638,1.469163417816162,success,
setting2_smooth_nonlinear_n1000,nonlinear,40,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1846055326733658,0.6602860894202197,4.290441751480103,success,
setting2_smooth_nonlinear_n1000,nonlinear,41,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1866641468241979,0.6500834956860562,0.142737865447998,success,
setting2_smooth_nonlinear_n1000,nonlinear,41,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1739440574614513,0.7126356804898414,1.475891351699829,success,
setting2_smooth_nonlinear_n1000,nonlinear,41,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1743688486416104,0.7036598942387977,4.192128896713257,success,
setting2_smooth_nonlinear_n1000,nonlinear,42,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2039408348410124,0.6017037190941201,0.1486003398895263,success,
setting2_smooth_nonlinear_n1000,nonlinear,42,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1929603653500616,0.6677055197728374,1.398482322692871,success,
setting2_smooth_nonlinear_n1000,nonlinear,42,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1932692459449725,0.7120299189694577,4.170452833175659,success,
setting2_smooth_nonlinear_n1000,nonlinear,43,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2276891188923171,0.5522368334104275,0.1457195281982422,success,
setting2_smooth_nonlinear_n1000,nonlinear,43,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1915264278186818,0.6310711689684795,1.3990113735198977,success,
setting2_smooth_nonlinear_n1000,nonlinear,43,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1950688046004998,0.640058151060596,4.233189582824707,success,
setting2_smooth_nonlinear_n1000,nonlinear,44,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1815101767839529,0.6403162055335968,0.1538925170898437,success,
setting2_smooth_nonlinear_n1000,nonlinear,44,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1770612360111531,0.724025974025974,1.4498777389526367,success,
setting2_smooth_nonlinear_n1000,nonlinear,44,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1745800805917547,0.7156973461321288,4.200129985809326,success,
setting2_smooth_nonlinear_n1000,nonlinear,45,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.194799359590024,0.6055551629090395,0.1501698493957519,success,
setting2_smooth_nonlinear_n1000,nonlinear,45,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1770283581666671,0.6619549084740971,1.4729571342468262,success,
setting2_smooth_nonlinear_n1000,nonlinear,45,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1769644225973334,0.6857021697646477,4.207647800445557,success,
setting2_smooth_nonlinear_n1000,nonlinear,46,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1823601357145165,0.6597566777679603,0.1505229473114013,success,
setting2_smooth_nonlinear_n1000,nonlinear,46,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1721932779374172,0.7059743084347176,1.4004998207092283,success,
setting2_smooth_nonlinear_n1000,nonlinear,46,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1608869749945125,0.7210630055053354,4.181014537811279,success,
setting2_smooth_nonlinear_n1000,nonlinear,47,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1880091892271043,0.6348660271253721,0.1463918685913086,success,
setting2_smooth_nonlinear_n1000,nonlinear,47,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1852555541957793,0.6907045980813761,1.4029648303985596,success,
setting2_smooth_nonlinear_n1000,nonlinear,47,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1605375166939747,0.7147866357922593,4.248151302337647,success,
setting2_smooth_nonlinear_n1000,nonlinear,48,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2070827962983827,0.6167186018154721,0.1500303745269775,success,
setting2_smooth_nonlinear_n1000,nonlinear,48,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1944604113451919,0.6715214740550061,1.424515962600708,success,
setting2_smooth_nonlinear_n1000,nonlinear,48,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1940368733396291,0.669082780111096,4.186131715774536,success,
setting2_smooth_nonlinear_n1000,nonlinear,49,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1962214059152185,0.6083507306889353,0.1425619125366211,success,
setting2_smooth_nonlinear_n1000,nonlinear,49,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1761070419735883,0.7109255393180237,1.3965377807617188,success,
setting2_smooth_nonlinear_n1000,nonlinear,49,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1737178140908806,0.6876826722338205,4.161559820175171,success,
setting2_smooth_nonlinear_n1000,nonlinear,50,1000,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1908719333332706,0.6515843179377014,0.1445057392120361,success,
setting2_smooth_nonlinear_n1000,nonlinear,50,1000,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1859331655966374,0.7216031149301826,1.4982950687408447,success,
setting2_smooth_nonlinear_n1000,nonlinear,50,1000,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1762917098674914,0.7165010741138561,4.18928337097168,success,
