n_samples,n_features,Replicate,GPU_Runtime_sec,GPU_ARI,GPU_NMI
10000,50,1,0.008035898208618164,0.9514844787611217,0.9661129070500152
10000,50,2,0.007793903350830078,0.9516161122511277,0.9661761608958384
10000,50,3,0.007062435150146484,0.7384621210791822,0.8739556098279178
10000,50,4,0.007771730422973633,0.9497574020294138,0.9652895311203121
10000,50,5,0.007842302322387695,0.9550718610896884,0.9678630759567987
10000,50,6,0.0077855587005615234,0.9528920016442726,0.9667930108982755
10000,50,7,0.00787663459777832,0.9509630433918099,0.9658630415148615
10000,50,8,0.007861137390136719,0.9496952274183953,0.9652601128618925
10000,50,9,0.007803916931152344,0.7358099724351336,0.8726454573692248
10000,50,10,0.00786590576171875,0.9509630433918099,0.9658630415148615
10000,50,11,0.007913827896118164,0.9517482551228371,0.9662397315857945
10000,50,12,0.007086753845214844,0.9540019376410225,0.9673352647899842
10000,50,13,0.007765054702758789,0.9510277763745885,0.9658940002998847
10000,50,14,0.00703883171081543,0.9522147630788881,0.9664647378674986
10000,50,15,0.007862567901611328,0.7322167922277774,0.8709185139199895
10000,50,16,0.007780790328979492,0.9495094730182367,0.9651723131716774
10000,50,17,0.007812023162841797,0.950898438051462,0.9658321607918801
10000,50,18,0.007876873016357422,0.9538614252967476,0.9672663229421731
10000,50,19,0.007923603057861328,0.9532353765843874,0.9669601974950153
10000,50,20,0.0077953338623046875,0.9529604232241646,0.9668262846091006
10000,50,21,0.007749319076538086,0.9507696104155974,0.9657706330844914
10000,50,22,0.00701904296875,0.9542844772344278,0.9674741537716932
10000,50,23,0.007367849349975586,0.9516161122511277,0.9661761608958384
10000,50,24,0.007335662841796875,0.9524166017692474,0.9665623710731819
10000,50,25,0.008388757705688477,0.7334690413989003,0.8715143331152825
10000,50,26,0.007268428802490234,0.7830449678181193,0.8863798567419234
10000,50,27,0.006406545639038086,0.9498197048320404,0.9653190253971445
10000,50,28,0.0071239471435546875,0.952619583296137,0.9666607302353094
10000,50,29,0.007193803787231445,0.9511576251495687,0.9659561525066881
10000,50,30,0.00723719596862793,0.9505773270132145,0.9656789242048645
10000,50,31,0.007206439971923828,0.7314128304985185,0.870539278042047
10000,50,32,0.006415367126464844,0.9505773270132145,0.9656789242048645
10000,50,33,0.007154226303100586,0.950513488142903,0.9656485095195764
10000,50,34,0.006369590759277344,0.9509630433918099,0.9658630415148615
10000,50,35,0.007249355316162109,0.9528920016442726,0.9667930108982755
10000,50,36,0.007259368896484375,0.9522819156095128,0.9664972018142273
10000,50,37,0.006378173828125,0.9520140680496643,0.9663678272858832
10000,50,38,0.006377458572387695,0.9514188531090846,0.9660813986507957
10000,50,39,0.007237672805786133,0.7303072973032586,0.8700218890334936
10000,50,40,0.0072040557861328125,0.9501962120768579,0.9654975932588126
10000,50,41,0.00714111328125,0.950099866164512,0.9650504884180254
10000,50,42,0.00640559196472168,0.9507696104155974,0.9657706330844914
10000,50,43,0.006432056427001953,0.9503227387303901,0.9655577287615335
10000,50,44,0.00723719596862793,0.9526874976256192,0.9666936785290683
10000,50,45,0.007208108901977539,0.784255786510164,0.8863312981584563
10000,50,46,0.0071010589599609375,0.9542136530527722,0.967439305516918
10000,50,47,0.006406068801879883,0.9503227387303901,0.9655577287615335
10000,50,48,0.0066182613372802734,0.9485980372381132,0.9647434683946314
10000,50,49,0.007260322570800781,0.9503861939725037,0.9655879119061654
10000,50,50,0.007235050201416016,0.9489591412964242,0.9649129862443176
10000,50,51,0.006487846374511719,0.9541429550386699,0.9674045413617794
10000,50,52,0.0071489810943603516,0.950513488142903,0.9656485095195764
10000,50,53,0.007202863693237305,0.9533736130524618,0.9670276465894896
10000,50,54,0.006360292434692383,0.9516161122511277,0.9661761608958384
10000,50,55,0.0072824954986572266,0.9468621423092535,0.9639355211237882
10000,50,56,0.006457090377807617,0.9522819156095128,0.9664972018142273
10000,50,57,0.007199764251708984,0.9560959915840308,0.9683731171508954
10000,50,58,0.007166624069213867,0.9495712628845374,0.965201503989658
10000,50,59,0.006393909454345703,0.9520140680496643,0.9663678272858832
10000,50,60,0.0071866512298583984,0.9515502318184328,0.9661444944261168
10000,50,61,0.006337404251098633,0.9522147630788881,0.9664647378674986
10000,50,62,0.007226228713989258,0.9483598752485232,0.964631940621468
10000,50,63,0.007215976715087891,0.9518809071360418,0.9663036200646331
10000,50,64,0.007877826690673828,0.783077229741888,0.8863769158157956
10000,50,65,0.0076334476470947266,0.7366058992420015,0.8730353640975886
10000,50,66,0.006378650665283203,0.9522819156095128,0.9664972018142273
10000,50,67,0.006357431411743164,0.9540019376410225,0.9673352647899842
10000,50,68,0.006384372711181641,0.9529604232241646,0.9668262846091006
10000,50,69,0.007287740707397461,0.9514188531090846,0.9660813986507957
10000,50,70,0.007172584533691406,0.7372145955237636,0.8733354283363484
10000,50,71,0.007308244705200195,0.9490805380567725,0.9649700889065949
10000,50,72,0.006417751312255859,0.9552166581925648,0.9679348992297259
10000,50,73,0.006362199783325195,0.9514844787611217,0.9661129070500152
10000,50,74,0.006641387939453125,0.9521189201363425,0.966024217210907
10000,50,75,0.0066716670989990234,0.9506412937015263,0.9657094162877026
10000,50,76,0.007340431213378906,0.9515502318184328,0.9661444944261168
10000,50,77,0.0071947574615478516,0.9500073821052132,0.965407965372816
10000,50,78,0.0064029693603515625,0.9544977064640447,0.9675792045467932
10000,50,79,0.007159233093261719,0.7828542677140939,0.8863994542884198
10000,50,80,0.007202863693237305,0.9512879841401198,0.9660186183187291
10000,50,81,0.007176637649536133,0.9531664482505001,0.9669265963072209
10000,50,82,0.007297515869140625,0.7836120543905155,0.8863423800498238
10000,50,83,0.006433725357055664,0.9567673372244148,0.9687100820267217
10000,50,84,0.007157087326049805,0.9485980372381132,0.9647434683946314
10000,50,85,0.0071299076080322266,0.9522147630788881,0.9664647378674986
10000,50,86,0.007176399230957031,0.734586478560431,0.8720514061332996
10000,50,87,0.0063800811767578125,0.9510926369703441,0.9659250372594789
10000,50,88,0.0064389705657958984,0.950513488142903,0.9656485095195764
10000,50,89,0.007222652435302734,0.9480650716297729,0.9644941899848477
10000,50,90,0.006416797637939453,0.9515502318184328,0.9661444944261168
10000,50,91,0.0064198970794677734,0.7384621210791822,0.8739556098279178
10000,50,92,0.007155656814575195,0.951850781636853,0.9658946603153967
10000,50,93,0.007129192352294922,0.9493248733599174,0.9650851939748704
10000,50,94,0.007135868072509766,0.9507696104155974,0.9657706330844914
10000,50,95,0.007282257080078125,0.9504497771196612,0.9656181721228434
10000,50,96,0.007197856903076172,0.9528237068305786,0.9667598187333177
10000,50,97,0.0063648223876953125,0.9514844787611217,0.9661129070500152
10000,50,98,0.0071659088134765625,0.950259411422225,0.9655276225814273
10000,50,99,0.0071942806243896484,0.9535819167851075,0.9671294390151403
10000,50,100,0.006564617156982422,0.9465289284326298,0.96378172610191
1000,50,1,0.0016765594482421875,0.9781359900218644,0.9808660750333184
1000,50,2,0.001218557357788086,0.9588448545769136,0.9698457962767133
1000,50,3,0.0011382102966308594,0.9781359900218644,0.9808660750333184
1000,50,4,0.0011403560638427734,0.9753745974533902,0.9752977122118819
1000,50,5,0.0011355876922607422,0.9580603186274919,0.9694454045877827
1000,50,6,0.0011839866638183594,0.9557817335249243,0.9682992081953505
1000,50,7,0.0011365413665771484,0.948442468316835,0.957158457518279
1000,50,8,0.0011341571807861328,0.9600499172851303,0.9663235614622427
1000,50,9,0.0013756752014160156,0.9580603186274919,0.9694454045877827
1000,50,10,0.0011603832244873047,0.9598919734265015,0.9658750304824755
1000,50,11,0.0011568069458007812,0.9629403694414075,0.9663556665237156
1000,50,12,0.0011448860168457031,0.9568656463450864,0.9633171524536432
1000,50,13,0.0011415481567382812,0.9682879760298515,0.974925539103869
1000,50,14,0.0011572837829589844,1.0,1.0
1000,50,15,0.001127004623413086,0.9578624223839168,0.964132980961866
1000,50,16,0.0011293888092041016,0.9778191452308369,0.9784350718312207
1000,50,17,0.0011129379272460938,0.9764531333710885,0.976080839964442
1000,50,18,0.0011131763458251953,0.975057878887486,0.9789235714799351
1000,50,19,0.0011143684387207031,0.9974962343264018,0.9960866319013288
1000,50,20,0.0011110305786132812,0.9868508126035241,0.9869395058396139
1000,50,21,0.0011141300201416016,0.9879911247825958,0.9878158392937489
1000,50,22,0.0011093616485595703,0.9770983033233059,0.9802013627817721
1000,50,23,0.0011022090911865234,0.9598919734265015,0.9658750304824755
1000,50,24,0.0011458396911621094,0.9781359900218644,0.9808660750333184
1000,50,25,0.001134634017944336,0.9580603186274919,0.9694454045877827
1000,50,26,0.001119375228881836,0.9868508126035241,0.9869395058396139
1000,50,27,0.0011212825775146484,0.9592994228150187,0.9643221737676564
1000,50,28,0.0011017322540283203,0.9740552304315017,0.9783090268131811
1000,50,29,0.0011286735534667969,0.9712674404806,0.9727481408178795
1000,50,30,0.001104593276977539,1.0,1.0
1000,50,31,0.0011386871337890625,0.9846038742652109,0.9852763546203683
1000,50,32,0.0011169910430908203,1.0,1.0
1000,50,33,0.0011339187622070312,0.9974962343264018,0.9960866319013287
1000,50,34,0.0011668205261230469,1.0,1.0
1000,50,35,0.0011467933654785156,0.9640545077166143,0.9673842472620462
1000,50,36,0.0011255741119384766,0.9720852810033811,0.9771254479743021
1000,50,37,0.0011165142059326172,0.9781359900218644,0.9808660750333184
1000,50,38,0.0011014938354492188,0.9614669534210898,0.9687067279407011
