n_samples,n_features,Replicate,CPU_Runtime_sec,CPU_ARI,CPU_NMI
10000,50,1,7.299757719039917,0.9938814253204818,0.9927885517947936
10000,50,2,7.047809839248657,0.9763640831885386,0.9796822071581748
10000,50,3,7.894508361816406,0.9889518352473815,0.9885409202947938
10000,50,4,7.508636951446533,0.9829018059684406,0.9840220457592295
10000,50,5,7.481027841567993,1.0,1.0
10000,50,6,7.523971080780029,0.992571633829707,0.9915915739285078
10000,50,7,7.397576093673706,0.9962965585341598,0.9951841918480621
10000,50,8,7.505784034729004,0.9649312271738246,0.9726025835663751
10000,50,9,7.351391315460205,0.9856620493143966,0.9860108439811631
10000,50,10,7.2212302684783936,0.9926901598095648,0.9916975068612086
10000,50,11,7.530604839324951,0.9936422998651403,0.9925654835036639
10000,50,12,7.078696012496948,1.0,1.0
10000,50,13,7.776359558105469,0.9739528260272999,0.9781879810265128
10000,50,14,7.289289474487305,1.0,1.0
10000,50,15,7.614195823669434,0.9948422768178328,0.9937080737933781
10000,50,16,7.354445219039917,0.999127256659394,0.9985552286726314
10000,50,17,7.538593769073486,0.9420504720963381,0.9617533368679256
10000,50,18,7.061821460723877,0.9992516147633848,0.9987326605438698
10000,50,19,6.897632122039795,0.9351739274751913,0.9587684279946765
10000,50,20,7.575978517532349,0.9433600181639485,0.9623391944492997
10000,50,21,7.3555006980896,0.9959315289881213,0.9948026195848367
10000,50,22,7.145648956298828,0.9998750031236718,0.9997328770833568
10000,50,23,6.940097808837891,0.9998750031236718,0.9997328770833568
10000,50,24,7.375771999359131,0.9998750031236718,0.9997328770833568
10000,50,25,7.388422250747681,0.9993753287844049,0.9987600095512056
10000,50,26,7.863353729248047,0.9975203247308712,0.9965324944632374
10000,50,27,7.9442808628082275,0.981709731198629,0.9831949058512547
10000,50,28,7.042441129684448,1.0,1.0
10000,50,29,7.117283582687378,1.0,1.0
10000,50,30,7.118382692337036,0.9982597388587365,0.9974152124183676
10000,50,31,7.298740863800049,0.9966625585301646,0.9955754507180977
10000,50,32,7.566717624664307,0.9766702146297684,0.9798756065358163
10000,50,33,6.838649034500122,0.9735575075260338,0.9779477134795967
10000,50,34,7.710005283355713,0.9781126373091727,0.9807987942915123
10000,50,35,6.223299264907837,0.9996253284192765,0.9993013431519604
10000,50,36,7.092036485671997,0.9883779419822623,0.9880851383888982
10000,50,37,7.171686172485352,0.9993760794593048,0.9989153617549822
10000,50,38,6.83991551399231,0.9747490950634766,0.9786758703843033
10000,50,39,7.801634788513184,0.9978895495715874,0.9969653712336027
10000,50,40,7.078985929489136,0.944427054653041,0.962820934529247
10000,50,41,7.278302431106567,0.9471433824382248,0.9640656487189083
10000,50,42,7.762232065200806,0.969802147398236,0.9757257013585723
10000,50,43,6.654284954071045,0.9463640716684284,0.9637057881001307
10000,50,44,6.471952676773071,0.9507053881787136,0.9657399858775811
10000,50,45,7.602325916290283,0.9645533037017002,0.9727832096421323
10000,50,46,7.163081645965576,0.9971520657265226,0.9961140574419447
10000,50,47,6.906490802764893,0.9938814253204818,0.9927885517947936
10000,50,48,7.260071754455566,0.9769773919418656,0.9800705420347279
10000,50,49,7.234513759613037,0.9942409296988313,0.9931280891210578
10000,50,50,7.155116558074951,0.9841076159563499,0.9848775424599335
10000,50,51,7.287298917770386,0.998383349368594,0.9975695105530458
10000,50,52,7.2805562019348145,0.9988788604346616,0.9982133549113874
10000,50,53,7.121492624282837,0.9985070668328087,0.997726253238912
10000,50,54,8.271452188491821,0.9350940217202056,0.9587346007058113
10000,50,55,7.70890736579895,0.9453471229179201,0.9632395477784997
10000,50,56,7.610861778259277,0.9618318996288004,0.9713230909831012
10000,50,57,7.122996091842651,0.9895285017299058,0.9890057824748015
10000,50,58,8.039735555648804,0.9376527356630753,0.9598273253839826
10000,50,59,6.772538661956787,0.9996253284192765,0.9993013431519604
10000,50,60,7.577443361282349,0.9562443031425462,0.9684473780991386
