"n_samples","n_features","Replicate","R_Runtime_sec","R_ARI","R_NMI"
1000,50,1,0.00300000000000011,0.718485816798404,0.827729376770643
1000,50,2,0.017000000000003,1,1
1000,50,3,0.0140000000000029,0.718400139336373,0.827729376770643
1000,50,4,0.00800000000000267,1,1
1000,50,5,0.00600000000000023,1,1
1000,50,6,0.00300000000000011,1,1
1000,50,7,0.0069999999999979,1,1
1000,50,8,0.00200000000000244,0.718327637122678,0.827729376770643
1000,50,9,0.00300000000000011,0.718222169701992,0.827729376770643
1000,50,10,0.0189999999999984,1,1
1000,50,11,0.00199999999999534,0.719849048720646,0.827729376770643
1000,50,12,0.00199999999999534,0.718222169701992,0.827729376770643
1000,50,13,0.00200000000000244,0.718960201406046,0.827729376770643
1000,50,14,0.00199999999999534,0.720066198848886,0.827729376770643
1000,50,15,0.00199999999999534,0.721065778958861,0.827729376770643
1000,50,16,0.0139999999999958,0.718821863149719,0.827729376770643
1000,50,17,0.00799999999999557,0.719111692138552,0.827729376770643
1000,50,18,0.00399999999999778,0.718162839248434,0.827729376770643
1000,50,19,0.00300000000000011,0.718485816798404,0.827729376770643
1000,50,20,0.0249999999999986,0.723317634169506,0.827729376770643
1000,50,21,0.00200000000000244,0.718222169701992,0.827729376770643
1000,50,22,0.0100000000000051,1,1
1000,50,23,0.00200000000000244,0.718268313106704,0.827729376770643
1000,50,24,0.00200000000000244,0.719276329190997,0.827729376770643
1000,50,25,0.00199999999999534,0.718821863149719,0.827729376770643
1000,50,26,0.00199999999999534,0.719111692138552,0.827729376770643
1000,50,27,0.00200000000000244,0.718162839248434,0.827729376770643
1000,50,28,0.00999999999999801,1,1
1000,50,29,0.0529999999999973,1,1
1000,50,30,0.00200000000000244,0.362627932956452,0.590436283308408
1000,50,31,0.007000000000005,0.719645014968408,0.827729376770643
1000,50,32,0.00300000000000011,0.718400139336373,0.827729376770643
1000,50,33,0.00500000000000256,0.718222169701992,0.827729376770643
1000,50,34,0.00300000000000011,0.718162839248434,0.827729376770643
1000,50,35,0.00300000000000011,0.403768183642595,0.590436283308409
1000,50,36,0.0069999999999979,1,1
1000,50,37,0.00400000000000489,0.718222169701992,0.827729376770643
1000,50,38,0.00200000000000244,1,1
1000,50,39,0.00300000000000011,1,1
1000,50,40,0.00200000000000244,1,1
1000,50,41,0.00199999999999534,1,1
1000,50,42,0.00300000000000011,0.718268313106704,0.827729376770643
1000,50,43,0.00300000000000011,0.718189208785996,0.827729376770643
1000,50,44,0.00900000000000034,0.719276329190997,0.827729376770643
1000,50,45,0.00199999999999534,1,1
1000,50,46,0.0529999999999973,1,1
1000,50,47,0.00199999999999534,0.718821863149719,0.827729376770643
1000,50,48,0.00500000000000256,0.718960201406046,0.827729376770643
1000,50,49,0.00200000000000244,0.718268313106704,0.827729376770643
1000,50,50,0.00199999999999534,0.719645014968408,0.827729376770643
1000,50,51,0.00600000000000023,1,1
1000,50,52,0.00199999999999534,1,1
1000,50,53,0.00300000000000011,0.718222169701992,0.827729376770643
1000,50,54,0.0109999999999957,0.718189208785996,0.827729376770643
1000,50,55,0.00200000000000244,0.718189208785996,0.827729376770643
1000,50,56,0.00200000000000244,1,1
1000,50,57,0.00500000000000256,1,1
1000,50,58,0.00200000000000244,1,1
1000,50,59,0.0150000000000006,0.363553820629233,0.590436283308409
1000,50,60,0.000999999999997669,1,1
1000,50,61,0.118000000000002,0.718268313106704,0.827729376770643
1000,50,62,0.00200000000000244,0.718584666023845,0.827729376770643
1000,50,63,0.00200000000000244,0.718189208785996,0.827729376770643
1000,50,64,0.00200000000000244,0.718268313106704,0.827729376770643
1000,50,65,0.00400000000000489,0.718189208785996,0.827729376770643
1000,50,66,0.00199999999999534,0.718222169701992,0.827729376770643
1000,50,67,0.00199999999999534,1,1
1000,50,68,0.00200000000000244,0.532947003407383,0.655458753541286
1000,50,69,0.00300000000000011,0.53343476915199,0.655458753541286
1000,50,70,0.00200000000000244,1,1
1000,50,71,0.00399999999999778,1,1
1000,50,72,0.0189999999999984,1,1
1000,50,73,0.00200000000000244,1,1
1000,50,74,0.00300000000000011,0.532914905719246,0.655458753541286
1000,50,75,0.000999999999997669,1,1
1000,50,76,0.00900000000000034,1,1
1000,50,77,0.00199999999999534,1,1
1000,50,78,0.00199999999999534,1,1
1000,50,79,0.00199999999999534,1,1
1000,50,80,0.00200000000000244,0.718400139336373,0.827729376770643
1000,50,81,0.00200000000000244,0.718189208785996,0.827729376770643
1000,50,82,0.00199999999999534,1,1
1000,50,83,0.0180000000000007,0.718485816798404,0.827729376770643
1000,50,84,0.00300000000000011,1,1
1000,50,85,0.00600000000000023,1,1
1000,50,86,0.00199999999999534,0.718222169701992,0.827729376770643
1000,50,87,0.00100000000000477,1,1
1000,50,88,0.00199999999999534,1,1
1000,50,89,0.00199999999999534,0.719276329190997,0.827729376770643
1000,50,90,0.00999999999999091,1,1
1000,50,91,0.00300000000000011,0.719111692138552,0.827729376770643
1000,50,92,0.00300000000000011,0.71816943169989,0.827729376770643
1000,50,93,0.0330000000000013,1,1
1000,50,94,0.00300000000000011,0.718327637122678,0.827729376770643
1000,50,95,0.00200000000000955,1,1
1000,50,96,0.00199999999999534,1,1
1000,50,97,0.00900000000000034,1,1
1000,50,98,0.00199999999999534,1,1
1000,50,99,0.00900000000000034,0.364711704697068,0.590436283308409
1000,50,100,0.00199999999999534,1,1
5000,50,1,0.0460000000000065,0.719041310077338,0.827729376770642
5000,50,2,0.0240000000000009,0.719399937400976,0.827729376770643
5000,50,3,0.027000000000001,0.363716462670399,0.590436283308409
5000,50,4,0.0150000000000006,1,1
5000,50,5,0.0109999999999957,1,1
5000,50,6,0.0190000000000055,1,1
5000,50,7,0.275000000000006,1,1
5000,50,8,0.0120000000000005,0.719053135062719,0.827729376770643
5000,50,9,0.0150000000000006,0.719041310077338,0.827729376770642
5000,50,10,0.0150000000000006,0.719399937400976,0.827729376770643
5000,50,11,0.0160000000000053,0.719446168377073,0.827729376770643
5000,50,12,0.00999999999999091,0.718918321712847,0.827729376770642
5000,50,13,0.00900000000000034,1,1
5000,50,14,0.0100000000000051,1,1
5000,50,15,0.00999999999999091,1,1
5000,50,16,0.0310000000000059,0.720201051047061,0.827729376770642
5000,50,17,0.0120000000000005,0.72009317151967,0.827729376770642
5000,50,18,0.0169999999999959,1,1
5000,50,19,0.0120000000000005,1,1
5000,50,20,0.0100000000000051,1,1
5000,50,21,0.0249999999999915,1,1
5000,50,22,0.019999999999996,0.719334527325151,0.827729376770644
5000,50,23,0.0130000000000052,0.720552954356672,0.827729376770642
5000,50,24,0.0159999999999911,1,1
5000,50,25,0.0210000000000008,0.533093057833565,0.655458753541285
5000,50,26,0.0240000000000009,0.719120140599805,0.827729376770642
5000,50,27,0.019999999999996,0.363530708464498,0.59043628330841
5000,50,28,0.0180000000000007,0.718914116707713,0.827729376770643
5000,50,29,0.0110000000000099,1,1
5000,50,30,0.019999999999996,0.718958531157101,0.827729376770642
5000,50,31,0.034000000000006,0.363622206839821,0.59043628330841
5000,50,32,0.0940000000000083,0.71910568881529,0.827729376770643
5000,50,33,0.0259999999999962,1,1
5000,50,34,0.027000000000001,1,1
5000,50,35,0.0110000000000099,0.719273841757296,0.827729376770643
5000,50,36,0.0229999999999961,0.718914116707713,0.827729376770643
5000,50,37,0.00900000000000034,1,1
5000,50,38,0.0169999999999959,0.718990066813938,0.827729376770642
5000,50,39,0.0159999999999911,0.718958531157101,0.827729376770642
5000,50,40,0.0160000000000053,1,1
5000,50,41,0.0320000000000107,1,1
5000,50,42,0.0150000000000006,0.719150620023633,0.827729376770644
5000,50,43,0.012999999999991,1,1
5000,50,44,0.0210000000000008,0.718990066813938,0.827729376770642
5000,50,45,0.0139999999999958,0.719078361218076,0.827729376770642
5000,50,46,0.0370000000000061,0.533157104492449,0.655458753541285
5000,50,47,0.012999999999991,1,1
5000,50,48,0.0190000000000055,1,1
5000,50,49,0.0139999999999958,1,1
5000,50,50,0.0230000000000103,0.719091762347196,0.827729376770642
5000,50,51,0.0300000000000011,0.719041310077338,0.827729376770642
5000,50,52,0.0150000000000006,0.718914379521066,0.827729376770643
5000,50,53,0.0120000000000005,0.719030010512639,0.827729376770642
5000,50,54,0.0250000000000057,0.718914379521066,0.827729376770643
5000,50,55,0.0319999999999965,0.719313773812123,0.827729376770642
5000,50,56,0.0240000000000009,1,1
5000,50,57,0.0160000000000053,0.71910568881529,0.827729376770643
5000,50,58,0.0150000000000006,0.718990066813938,0.827729376770642
5000,50,59,0.012999999999991,1,1
5000,50,60,0.0240000000000009,0.533218073337575,0.655458753541286
5000,50,61,0.225999999999999,1,1
5000,50,62,0.0139999999999958,0.718930936619259,0.827729376770643
5000,50,63,0.019999999999996,0.718920687020252,0.827729376770644
5000,50,64,0.00899999999998613,1,1
5000,50,65,0.0150000000000006,0.718951961099995,0.827729376770642
5000,50,66,0.0209999999999866,1,1
5000,50,67,0.0150000000000006,0.719150620023633,0.827729376770644
5000,50,68,0.0130000000000052,0.719399937400976,0.827729376770643
5000,50,69,0.00900000000000034,1,1
5000,50,70,0.0139999999999958,0.719150620023633,0.827729376770644
5000,50,71,0.0110000000000099,1,1
5000,50,72,0.0100000000000051,1,1
5000,50,73,0.0220000000000056,0.7189151679607,0.827729376770642
5000,50,74,0.0139999999999958,0.719065485449633,0.827729376770643
5000,50,75,0.0139999999999958,0.718918321712847,0.827729376770642
5000,50,76,0.012999999999991,1,1
5000,50,77,0.00900000000000034,1,1
5000,50,78,0.0339999999999918,0.718973247924099,0.827729376770643
5000,50,79,0.0160000000000053,0.71947007103181,0.827729376770643
5000,50,80,0.0640000000000072,0.719091762347196,0.827729376770642
5000,50,81,0.0369999999999919,1,1
5000,50,82,0.019999999999996,0.719053135062719,0.827729376770643
5000,50,83,0.0139999999999958,0.718930936619259,0.827729376770643
5000,50,84,0.0149999999999864,0.718914116707713,0.827729376770643
5000,50,85,0.0139999999999958,0.7189151679607,0.827729376770642
5000,50,86,0.0300000000000011,0.404654499528502,0.590436283308409
5000,50,87,0.0139999999999958,0.719019236386925,0.827729376770642
5000,50,88,0.00999999999999091,1,1
5000,50,89,0.0150000000000006,1,1
5000,50,90,0.0169999999999959,0.71910568881529,0.827729376770643
5000,50,91,0.0330000000000013,0.719313773812123,0.827729376770642
5000,50,92,0.01400000000001,0.718930936619259,0.827729376770643
5000,50,93,0.0149999999999864,1,1
5000,50,94,0.0230000000000103,0.719200278419815,0.827729376770642
5000,50,95,0.0120000000000005,1,1
5000,50,96,0.0249999999999915,0.719030010512639,0.827729376770642
5000,50,97,0.0150000000000006,0.719334527325151,0.827729376770644
5000,50,98,0.00900000000000034,1,1
5000,50,99,0.00900000000000034,1,1
5000,50,100,0.0259999999999962,0.718945916608293,0.827729376770642
5000,100,1,0.0280000000000058,0.718958531157101,0.827729376770642
5000,100,2,0.0730000000000075,0.7189151679607,0.827729376770642
5000,100,3,0.0360000000000014,0.719008987717646,0.827729376770643
5000,100,4,0.0250000000000057,1,1
5000,100,5,0.0649999999999977,0.718926994478566,0.827729376770644
5000,100,6,0.0409999999999968,0.719355805784075,0.827729376770644
5000,100,7,0.0240000000000009,1,1
5000,100,8,0.0339999999999918,0.719053135062719,0.827729376770643
5000,100,9,0.0439999999999969,0.718981394610155,0.827729376770644
5000,100,10,0.0349999999999966,1,1
5000,100,11,0.0450000000000017,0.719254663280147,0.827729376770642
5000,100,12,0.0529999999999973,0.718940397691785,0.827729376770643
5000,100,13,0.0429999999999922,0.363741847588137,0.590436283308409
5000,100,14,0.0230000000000103,1,1
5000,100,15,0.0930000000000035,0.718981394610155,0.827729376770644
5000,100,16,0.0320000000000107,1,1
5000,100,17,0.0960000000000036,1,1
5000,100,18,0.0439999999999969,0.719091762347196,0.827729376770642
5000,100,19,0.0549999999999926,0.718945916608293,0.827729376770642
5000,100,20,0.0489999999999924,0.719355805784075,0.827729376770644
5000,100,21,0.0330000000000013,0.719135117677337,0.827729376770642
5000,100,22,0.0330000000000013,0.718930936619259,0.827729376770643
5000,100,23,0.0859999999999985,0.404551683815854,0.59043628330841
5000,100,24,0.0499999999999972,0.719236009878191,0.827729376770643
5000,100,25,0.0559999999999974,0.404537861179226,0.59043628330841
5000,100,26,0.0699999999999932,0.718990066813938,0.827729376770642
5000,100,27,0.0379999999999967,1,1
5000,100,28,0.0369999999999919,0.719030010512639,0.827729376770642
5000,100,29,0.0510000000000019,0.719200278419815,0.827729376770642
5000,100,30,0.0760000000000076,0.7189151679607,0.827729376770642
5000,100,31,0.0739999999999981,0.719053135062719,0.827729376770643
5000,100,32,0.034000000000006,1,1
5000,100,33,0.0190000000000055,1,1
5000,100,34,0.0580000000000069,0.719236009878191,0.827729376770643
5000,100,35,0.0300000000000011,1,1
5000,100,36,0.0390000000000015,0.718916482025336,0.827729376770642
5000,100,37,0.0429999999999922,0.718920687020252,0.827729376770644
5000,100,38,0.0379999999999967,0.7189151679607,0.827729376770642
5000,100,39,0.0180000000000007,1,1
5000,100,40,0.0380000000000109,0.719990005453434,0.827729376770643
5000,100,41,0.219000000000008,1,1
5000,100,42,0.0360000000000014,1,1
5000,100,43,0.0400000000000063,0.719399937400976,0.827729376770643
5000,100,44,0.0430000000000064,0.719078361218076,0.827729376770642
5000,100,45,0.0290000000000106,1,1
5000,100,46,0.0249999999999915,0.718958531157101,0.827729376770642
5000,100,47,0.0439999999999969,0.719293545278588,0.827729376770643
5000,100,48,0.034000000000006,1,1
5000,100,49,0.0260000000000105,1,1
5000,100,50,0.039999999999992,0.718958531157101,0.827729376770642
5000,100,51,0.0280000000000058,0.719293545278588,0.827729376770643
5000,100,52,0.0250000000000057,1,1
5000,100,53,0.0439999999999969,0.719399937400976,0.827729376770643
5000,100,54,0.0240000000000009,0.718916482025336,0.827729376770642
5000,100,55,0.0690000000000026,1,1
5000,100,56,0.0409999999999968,0.719053135062719,0.827729376770643
5000,100,57,0.0400000000000063,1,1
5000,100,58,0.0330000000000013,1,1
5000,100,59,0.0389999999999873,1,1
5000,100,60,0.0489999999999924,0.404710268291364,0.59043628330841
5000,100,61,0.0649999999999977,0.719334527325151,0.827729376770644
5000,100,62,0.046999999999997,1,1
5000,100,63,0.0219999999999914,1,1
5000,100,64,0.0339999999999918,0.71918320042125,0.827729376770642
5000,100,65,0.0390000000000015,1,1
5000,100,66,0.0479999999999876,0.718920687020252,0.827729376770644
5000,100,67,0.0430000000000064,0.718990066813938,0.827729376770642
5000,100,68,0.0529999999999973,0.404750517080558,0.590436283308409
5000,100,69,0.0430000000000064,0.719078361218076,0.827729376770642
5000,100,70,0.0510000000000019,0.363464342454907,0.590436283308409
5000,100,71,0.0390000000000015,0.718930936619259,0.827729376770643
5000,100,72,0.0229999999999961,1,1
5000,100,73,0.0240000000000009,1,1
5000,100,74,0.0569999999999879,0.718918321712847,0.827729376770642
5000,100,75,0.0439999999999969,0.533271098028092,0.655458753541285
5000,100,76,0.0339999999999918,1,1
5000,100,77,0.0520000000000067,0.720275588549115,0.827729376770642
5000,100,78,0.0370000000000061,0.719254663280147,0.827729376770642
5000,100,79,0.0480000000000018,0.718981394610155,0.827729376770644
5000,100,80,0.0310000000000059,1,1
5000,100,81,0.0300000000000011,0.718965626768966,0.827729376770643
5000,100,82,0.0260000000000105,1,1
5000,100,83,0.0360000000000014,0.718918321712847,0.827729376770642
5000,100,84,0.0289999999999964,0.718930936619259,0.827729376770643
5000,100,85,0.0249999999999915,1,1
5000,100,86,0.0760000000000076,1,1
5000,100,87,0.0480000000000018,0.533242152509377,0.655458753541286
5000,100,88,0.0219999999999914,1,1
5000,100,89,0.085000000000008,1,1
5000,100,90,0.0259999999999962,1,1
