n_samples,n_features,Replicate,CPU_Runtime_sec,CPU_ARI,CPU_NMI
5000,100,97,0.01722431182861328,0.7189183217128466,0.8649839266437006
5000,100,98,0.016867637634277344,0.5336509031293182,0.7318794822937253
5000,100,99,0.006571054458618164,1.0,1.0
5000,100,100,0.019649982452392578,0.7191666476135885,0.8650901577808058
5000,200,1,0.012861013412475586,1.0,1.0
5000,200,2,0.030025005340576172,0.5351247910139479,0.7328025795278207
5000,200,3,0.028864145278930664,0.7233455531601467,0.8669067053432357
5000,200,4,0.029316186904907227,0.7250469352699791,0.8676625112975349
5000,200,5,0.04235672950744629,0.556946003434936,0.7526601303650072
5000,200,6,0.025047779083251953,0.7203913203229029,0.8656168214918465
5000,200,7,0.029223918914794922,0.5333725292195397,0.7317152681375333
5000,200,8,0.03619956970214844,0.7216445923324126,0.8661606199785805
5000,200,9,0.010100603103637695,1.0,1.0
5000,200,10,0.02644205093383789,0.7193999374009762,0.8651901276099897
5000,200,11,0.01477193832397461,1.0,1.0
5000,200,12,0.0264132022857666,0.7210405799839273,0.8658979193950157
5000,200,13,0.024100780487060547,0.7822267575404412,0.9052594201943568
5000,200,14,0.0314028263092041,0.7190300105126394,0.8650316827345123
5000,200,15,0.02874016761779785,0.7197379507331642,0.8653352691346606
5000,200,16,0.018697738647460938,1.0,1.0
5000,200,17,0.010427236557006836,0.780518723465683,0.902885805435781
5000,200,18,0.02046346664428711,0.7190654854496328,0.8650468590913422
5000,200,19,0.037839412689208984,0.40578970030500405,0.6845400971297178
5000,200,20,0.023408889770507812,0.40596288537929215,0.6846923088411397
5000,200,21,0.017087936401367188,0.4074228818123715,0.6854967457488063
5000,200,22,0.017847061157226562,0.7189519610999954,0.8649983062500258
5000,200,23,0.03167724609375,0.7192002784198148,0.8651045590887005
5000,200,24,0.04493832588195801,0.7201286077203433,0.8655034535732893
5000,200,25,0.010266542434692383,1.0,1.0
5000,200,26,0.015252351760864258,0.7822267575404412,0.9052594201943566
5000,200,27,0.021032094955444336,0.7220316025834328,0.8663295512424264
5000,200,28,0.042875051498413086,0.7348171247327944,0.8722050025191658
5000,200,29,0.01170039176940918,1.0,1.0
5000,200,30,0.010320425033569336,1.0,1.0
5000,200,31,0.018665552139282227,0.5335354136689758,0.7318210469447265
5000,200,32,0.032625436782836914,0.7190917623471961,0.8650581029453379
5000,200,33,0.040055036544799805,0.719708802694305,0.8653227392725911
5000,200,34,0.02480936050415039,0.719150620023633,0.8650832956938431
5000,200,35,0.026268720626831055,0.7207667633086603,0.8657792090070271
5000,200,36,0.008222818374633789,1.0,1.0
5000,200,37,0.04581880569458008,0.7192178815816292,0.8651120984481787
5000,200,38,0.023914337158203125,0.7202755885491148,0.865566853539361
