setting,setting_type,rep,n,p,s,rho,language,method,model_class,ibs,cindex_td,runtime_sec,status,error_message
setting1_highdim_s50,highdim,9,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2365822573442488,0.5650054171180932,2.128,success,
setting1_highdim_s50,highdim,9,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.241367440662955,0.5910075839653304,0.5789999999999935,success,
setting1_highdim_s50,highdim,9,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2570493089868378,0.5747562296858071,1.7280000000000086,success,
setting1_highdim_s50,highdim,10,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2207969718189645,0.586490939044481,1.7789999999999964,success,
setting1_highdim_s50,highdim,10,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2265309499729915,0.587667686514474,0.3379999999999938,success,
setting1_highdim_s50,highdim,10,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2451679571286868,0.6295598964462227,1.7710000000000008,success,
setting1_highdim_s50,highdim,11,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1742897906366601,0.7069551777434312,2.4309999999999974,success,
setting1_highdim_s50,highdim,11,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1932580824871887,0.5421947449768161,0.3419999999999987,success,
setting1_highdim_s50,highdim,11,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.1990544347752802,0.61112828438949,1.747,success,
setting1_highdim_s50,highdim,12,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2130694869589179,0.6089489012443738,1.9140000000000013,success,
setting1_highdim_s50,highdim,12,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2267206940481193,0.4884829229547259,0.3930000000000007,success,
setting1_highdim_s50,highdim,12,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2602453612750218,0.5011914217633042,1.6909999999999883,success,
setting1_highdim_s50,highdim,13,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.199235635975402,0.5151162790697674,1.793999999999997,success,
setting1_highdim_s50,highdim,13,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1974591417230151,0.5197674418604652,0.3179999999999978,success,
setting1_highdim_s50,highdim,13,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.224024813795293,0.5787790697674419,1.731999999999999,success,
setting1_highdim_s50,highdim,14,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2111848910459283,0.5,2.4239999999999924,success,
setting1_highdim_s50,highdim,14,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2053558103499634,0.5807495281747102,0.382000000000005,success,
setting1_highdim_s50,highdim,14,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2645667294266171,0.5365327581558372,1.7210000000000036,success,
setting1_highdim_s50,highdim,15,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1979862609007565,0.6260395755663895,2.0360000000000014,success,
setting1_highdim_s50,highdim,15,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2095542385602448,0.5342701462575279,0.3730000000000046,success,
setting1_highdim_s50,highdim,15,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2619200615963029,0.4915400057355893,1.7380000000000138,success,
setting1_highdim_s50,highdim,16,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2064559626012914,0.5978638184245662,1.7590000000000146,success,
setting1_highdim_s50,highdim,16,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2112320986442555,0.5404539385847797,0.3919999999999959,success,
setting1_highdim_s50,highdim,16,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2764089273384939,0.5831775700934579,1.73599999999999,success,
setting1_highdim_s50,highdim,17,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1838397961754208,0.5611127552530335,1.9840000000000089,success,
setting1_highdim_s50,highdim,17,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.189057390067944,0.50636282923942,0.38900000000001,success,
setting1_highdim_s50,highdim,17,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2270259197144238,0.5332938739271974,1.6929999999999836,success,
setting1_highdim_s50,highdim,18,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1977475848233645,0.5477001703577513,2.240999999999985,success,
setting1_highdim_s50,highdim,18,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1984700696642254,0.5343554798409994,0.6080000000000041,success,
setting1_highdim_s50,highdim,18,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2359748850407471,0.5105053946621239,1.742999999999995,success,
setting1_highdim_s50,highdim,19,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1854374659958245,0.6423277518528685,2.162000000000006,success,
setting1_highdim_s50,highdim,19,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2100492363584881,0.5100192149327477,0.5,success,
setting1_highdim_s50,highdim,19,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2081757001387318,0.6036233873181444,1.7079999999999984,success,
setting1_highdim_s50,highdim,20,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1994510573713953,0.6006916733173716,2.713999999999998,success,
setting1_highdim_s50,highdim,20,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2092917311458782,0.5559989358872041,0.5099999999999909,success,
setting1_highdim_s50,highdim,20,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2595809861345048,0.5062516626762437,1.7530000000000143,success,
setting1_highdim_s50,highdim,21,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.197596930589059,0.594916849701914,2.188999999999993,success,
setting1_highdim_s50,highdim,21,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2038892002641364,0.5506746156259805,0.3950000000000102,success,
setting1_highdim_s50,highdim,21,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2444267819713353,0.5221211170379667,1.6810000000000116,success,
setting1_highdim_s50,highdim,22,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1847218454048976,0.6153144940747493,2.5670000000000077,success,
setting1_highdim_s50,highdim,22,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1929638104363008,0.5284108173807354,0.3990000000000009,success,
setting1_highdim_s50,highdim,22,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2129697155361735,0.5986022485566698,1.7390000000000043,success,
setting1_highdim_s50,highdim,23,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1924241919343107,0.5877217685159111,2.2229999999999848,success,
setting1_highdim_s50,highdim,23,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1959153660455948,0.5280202759785976,0.3689999999999998,success,
setting1_highdim_s50,highdim,23,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2185091650887775,0.5528020275978598,1.867999999999995,success,
setting1_highdim_s50,highdim,24,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1970082079688335,0.5947235475722705,2.326999999999998,success,
setting1_highdim_s50,highdim,24,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2031585070946321,0.495649733370755,0.3739999999999952,success,
setting1_highdim_s50,highdim,24,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.23349749373222,0.5430816727476846,1.7220000000000084,success,
setting1_highdim_s50,highdim,25,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1890014635222485,0.6689227298364354,2.5389999999999877,success,
setting1_highdim_s50,highdim,25,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2124304170490521,0.5222786238014665,0.3799999999999954,success,
setting1_highdim_s50,highdim,25,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2432767649669361,0.5800902425267908,1.7469999999999857,success,
setting1_highdim_s50,highdim,26,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1811352211012038,0.7143239625167336,2.3640000000000043,success,
setting1_highdim_s50,highdim,26,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2207840455364075,0.5761713520749665,0.4569999999999936,success,
setting1_highdim_s50,highdim,26,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2752785996083434,0.6120481927710844,1.925999999999988,success,
setting1_highdim_s50,highdim,27,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.211353437862879,0.6366819283598169,1.6129999999999995,success,
setting1_highdim_s50,highdim,27,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2303133923780222,0.5585779692970644,0.3549999999999897,success,
setting1_highdim_s50,highdim,27,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2276994780837317,0.6458389442499326,1.7079999999999984,success,
setting1_highdim_s50,highdim,28,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1833460771960879,0.655161393416427,1.994,success,
setting1_highdim_s50,highdim,28,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1956134827696916,0.5698306168104825,0.3860000000000241,success,
setting1_highdim_s50,highdim,28,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2095653944784358,0.559603707254714,1.7180000000000175,success,
setting1_highdim_s50,highdim,29,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1743529172984657,0.6104617182933957,1.739999999999981,success,
setting1_highdim_s50,highdim,29,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1872632796847739,0.5616598480420807,0.3449999999999988,success,
setting1_highdim_s50,highdim,29,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2308370390783904,0.5195791934541204,1.698999999999984,success,
setting1_highdim_s50,highdim,30,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1749390854418774,0.6284427966101696,1.8660000000000136,success,
setting1_highdim_s50,highdim,30,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1967659536777251,0.6371822033898304,0.4209999999999922,success,
setting1_highdim_s50,highdim,30,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2281432787321463,0.5240995762711864,1.7139999999999986,success,
setting1_highdim_s50,highdim,31,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1732595464419124,0.6644772851669404,2.050999999999988,success,
setting1_highdim_s50,highdim,31,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2098541525783571,0.4252873563218391,0.4970000000000141,success,
setting1_highdim_s50,highdim,31,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.222364194514535,0.5216201423097975,1.73599999999999,success,
setting1_highdim_s50,highdim,32,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.195963815654385,0.690515350877193,1.641999999999996,success,
setting1_highdim_s50,highdim,32,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.202807607240281,0.575109649122807,0.3790000000000191,success,
setting1_highdim_s50,highdim,32,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2066576504758447,0.6387061403508771,1.9039999999999964,success,
setting1_highdim_s50,highdim,33,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1677582244170463,0.7155680224403927,1.9010000000000105,success,
setting1_highdim_s50,highdim,33,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2062961411327408,0.5840112201963534,0.4159999999999968,success,
setting1_highdim_s50,highdim,33,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2513281989325022,0.5197755960729313,1.742999999999995,success,
setting1_highdim_s50,highdim,34,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1759435882905355,0.6506768687463214,1.6970000000000027,success,
setting1_highdim_s50,highdim,34,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1941079767048369,0.5988816951147734,0.3900000000000432,success,
setting1_highdim_s50,highdim,34,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2144819620435762,0.6121247792819305,1.7220000000000368,success,
setting1_highdim_s50,highdim,35,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1918859601214129,0.661980631052796,2.2410000000000423,success,
setting1_highdim_s50,highdim,35,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2193556631693388,0.5245235863792566,0.3870000000000004,success,
setting1_highdim_s50,highdim,35,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.3066876794738682,0.6044985941893158,1.6820000000000164,success,
setting1_highdim_s50,highdim,36,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.188862471096632,0.6322544642857143,1.6779999999999973,success,
setting1_highdim_s50,highdim,36,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.202569945043502,0.57421875,0.3770000000000095,success,
setting1_highdim_s50,highdim,36,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.269415272108773,0.5672433035714286,1.72199999999998,success,
setting1_highdim_s50,highdim,37,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1981471482452507,0.5366456217403239,1.8260000000000216,success,
setting1_highdim_s50,highdim,37,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1978054792452537,0.5248421630524294,0.5039999999999623,success,
setting1_highdim_s50,highdim,37,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2241656441524293,0.5204501784243756,1.684000000000026,success,
setting1_highdim_s50,highdim,38,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1604898727980747,0.6474618498909996,1.7150000000000318,success,
setting1_highdim_s50,highdim,38,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1771969657189643,0.5459358455309873,0.4249999999999545,success,
setting1_highdim_s50,highdim,38,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.1829326704476722,0.5540330115228901,1.7110000000000127,success,
setting1_highdim_s50,highdim,39,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1990235451080395,0.633524206142634,1.6399999999999864,success,
setting1_highdim_s50,highdim,39,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2111911129275341,0.5372201978136387,0.4710000000000036,success,
setting1_highdim_s50,highdim,39,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2970758806717487,0.5572618427902134,1.925999999999988,success,
setting1_highdim_s50,highdim,40,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2051024996534666,0.555584082156611,2.599999999999966,success,
setting1_highdim_s50,highdim,40,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2014968942402554,0.5946084724005135,0.3460000000000036,success,
setting1_highdim_s50,highdim,40,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2538673376638123,0.5412066752246469,1.7080000000000268,success,
setting1_highdim_s50,highdim,41,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2066677849462437,0.5810040705563093,2.20799999999997,success,
setting1_highdim_s50,highdim,41,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.216408216715411,0.4998643147896879,0.3559999999999945,success,
setting1_highdim_s50,highdim,41,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.24535988430641,0.5259158751696065,1.718999999999994,success,
setting1_highdim_s50,highdim,42,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2043582619448428,0.643595041322314,2.172000000000025,success,
setting1_highdim_s50,highdim,42,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2095697715949411,0.5973657024793388,0.6190000000000282,success,
setting1_highdim_s50,highdim,42,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2684236185083258,0.6324896694214877,1.7439999999999714,success,
setting1_highdim_s50,highdim,43,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1801421983293592,0.6426434593418547,2.329000000000008,success,
setting1_highdim_s50,highdim,43,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1962281665567049,0.5482730486809899,0.5380000000000109,success,
setting1_highdim_s50,highdim,43,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.240261235756211,0.5860756051128637,1.7210000000000036,success,
setting1_highdim_s50,highdim,44,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2011042205956104,0.6549462083442665,2.1829999999999927,success,
setting1_highdim_s50,highdim,44,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2163782651497849,0.5560220414589346,0.5099999999999909,success,
setting1_highdim_s50,highdim,44,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2703380905167691,0.6040409341380215,1.7410000000000423,success,
setting1_highdim_s50,highdim,45,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2088155745249687,0.6096410793817134,1.4800000000000182,success,
setting1_highdim_s50,highdim,45,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2228886224417991,0.4938433324600472,0.3589999999999804,success,
setting1_highdim_s50,highdim,45,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2343516138341601,0.5640555410007859,1.7290000000000418,success,
setting1_highdim_s50,highdim,46,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1983765710036268,0.5901639344262295,2.0289999999999964,success,
setting1_highdim_s50,highdim,46,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1937174759553781,0.5831381733021077,0.3769999999999527,success,
setting1_highdim_s50,highdim,46,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2422251042871579,0.48711943793911,1.72199999999998,success,
setting1_highdim_s50,highdim,47,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1876824694503241,0.5806772908366533,2.3080000000000496,success,
setting1_highdim_s50,highdim,47,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1826346707236869,0.4760956175298805,0.3829999999999813,success,
setting1_highdim_s50,highdim,47,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.1869761716810287,0.5627490039840637,1.8040000000000305,success,
setting1_highdim_s50,highdim,48,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.185624878590789,0.6615293420272673,2.027000000000044,success,
setting1_highdim_s50,highdim,48,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1943997305893277,0.5566093657379965,0.5260000000000105,success,
setting1_highdim_s50,highdim,48,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2241770402490499,0.5806164789567279,1.6899999999999975,success,
setting1_highdim_s50,highdim,49,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2130679052215543,0.5746445497630331,2.23599999999999,success,
setting1_highdim_s50,highdim,49,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2282611257720039,0.4531990521327014,0.3650000000000091,success,
setting1_highdim_s50,highdim,49,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2712356129232992,0.5145142180094786,1.7460000000000375,success,
setting1_highdim_s50,highdim,50,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2106925856068208,0.5911528150134049,2.6289999999999623,success,
setting1_highdim_s50,highdim,50,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2153160638154064,0.5587131367292225,0.4119999999999777,success,
setting1_highdim_s50,highdim,50,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.3434710205924725,0.5187667560321716,1.7579999999999814,success,
setting2_smooth_nonlinear,nonlinear,1,500,50,,0.3,R,survival_coxph,CoxPH,0.2168982731607514,0.6009363811622143,0.0450000000000159,success,
setting2_smooth_nonlinear,nonlinear,1,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.2060272015171926,0.6403194712200495,0.1750000000000113,success,
setting2_smooth_nonlinear,nonlinear,1,500,50,,0.3,R,gbm_coxph,Boosting,0.2088157709922098,0.6466538143762048,0.1820000000000163,success,
setting2_smooth_nonlinear,nonlinear,2,500,50,,0.3,R,survival_coxph,CoxPH,0.2257162744250901,0.5400593471810089,0.0150000000000432,success,
setting2_smooth_nonlinear,nonlinear,2,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1980355146280581,0.5945508497437281,0.1229999999999904,success,
setting2_smooth_nonlinear,nonlinear,2,500,50,,0.3,R,gbm_coxph,Boosting,0.2511525518693648,0.6452657135149716,0.1790000000000304,success,
setting2_smooth_nonlinear,nonlinear,3,500,50,,0.3,R,survival_coxph,CoxPH,0.2269889365709077,0.5839237057220709,0.0139999999999531,success,
setting2_smooth_nonlinear,nonlinear,3,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1997180302933332,0.6403269754768393,0.1469999999999913,success,
setting2_smooth_nonlinear,nonlinear,3,500,50,,0.3,R,gbm_coxph,Boosting,0.2114442334155623,0.6844686648501362,0.1730000000000018,success,
setting2_smooth_nonlinear,nonlinear,4,500,50,,0.3,R,survival_coxph,CoxPH,0.2477607288201949,0.5072770574225985,0.01400000000001,success,
setting2_smooth_nonlinear,nonlinear,4,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1966929557891948,0.6358825086001587,0.1279999999999859,success,
setting2_smooth_nonlinear,nonlinear,4,500,50,,0.3,R,gbm_coxph,Boosting,0.2649493722266857,0.661021434241863,0.1759999999999877,success,
setting2_smooth_nonlinear,nonlinear,5,500,50,,0.3,R,survival_coxph,CoxPH,0.2314581106885607,0.5455522708949208,0.01400000000001,success,
setting2_smooth_nonlinear,nonlinear,5,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1803930755757479,0.7065305025530771,0.1210000000000377,success,
setting2_smooth_nonlinear,nonlinear,5,500,50,,0.3,R,gbm_coxph,Boosting,0.1969025368686079,0.7027680730986294,0.1730000000000018,success,
setting2_smooth_nonlinear,nonlinear,6,500,50,,0.3,R,survival_coxph,CoxPH,0.2056511611443519,0.6074792243767313,0.01400000000001,success,
setting2_smooth_nonlinear,nonlinear,6,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1758131965078339,0.7105263157894737,0.1380000000000336,success,
setting2_smooth_nonlinear,nonlinear,6,500,50,,0.3,R,gbm_coxph,Boosting,0.1636626799014785,0.7019390581717452,0.1730000000000018,success,
setting2_smooth_nonlinear,nonlinear,7,500,50,,0.3,R,survival_coxph,CoxPH,0.1900855743580293,0.5776547907298513,0.01400000000001,success,
setting2_smooth_nonlinear,nonlinear,7,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1695594460197703,0.648910411622276,0.1389999999999531,success,
setting2_smooth_nonlinear,nonlinear,7,500,50,,0.3,R,gbm_coxph,Boosting,0.1896807569469773,0.6285022483569699,0.1730000000000018,success,
setting2_smooth_nonlinear,nonlinear,8,500,50,,0.3,R,survival_coxph,CoxPH,0.2433766539065548,0.5532039976484421,0.0139999999999531,success,
setting2_smooth_nonlinear,nonlinear,8,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1908314385011353,0.6193415637860082,0.1440000000000054,success,
setting2_smooth_nonlinear,nonlinear,8,500,50,,0.3,R,gbm_coxph,Boosting,0.2328182814052017,0.5761316872427984,0.1720000000000254,success,
setting2_smooth_nonlinear,nonlinear,9,500,50,,0.3,R,survival_coxph,CoxPH,0.2414438207722984,0.5433174854727945,0.01400000000001,success,
setting2_smooth_nonlinear,nonlinear,9,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.2039017762021271,0.5900686740623349,0.1270000000000095,success,
setting2_smooth_nonlinear,nonlinear,9,500,50,,0.3,R,gbm_coxph,Boosting,0.2376520961413552,0.5713153724247226,0.1720000000000254,success,
setting2_smooth_nonlinear,nonlinear,10,500,50,,0.3,R,survival_coxph,CoxPH,0.2424067805768922,0.5374188082462581,0.01400000000001,success,
setting2_smooth_nonlinear,nonlinear,10,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.2039162144683512,0.6023722112397628,0.1259999999999763,success,
setting2_smooth_nonlinear,nonlinear,10,500,50,,0.3,R,gbm_coxph,Boosting,0.2313841302832683,0.5840158147415984,0.1719999999999686,success,
setting2_smooth_nonlinear,nonlinear,11,500,50,,0.3,R,survival_coxph,CoxPH,0.1916013775428822,0.5963275135460566,0.0500000000000113,success,
setting2_smooth_nonlinear,nonlinear,11,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1755521535103851,0.6164960866947622,0.1259999999999763,success,
setting2_smooth_nonlinear,nonlinear,11,500,50,,0.3,R,gbm_coxph,Boosting,0.2316624140087196,0.6152919927754366,0.1719999999999686,success,
setting2_smooth_nonlinear,nonlinear,12,500,50,,0.3,R,survival_coxph,CoxPH,0.2216629338938062,0.518075639599555,0.01400000000001,success,
setting2_smooth_nonlinear,nonlinear,12,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1921658144257845,0.6156840934371524,0.1480000000000245,success,
setting2_smooth_nonlinear,nonlinear,12,500,50,,0.3,R,gbm_coxph,Boosting,0.233322109891098,0.6329254727474972,0.1689999999999827,success,
setting2_smooth_nonlinear,nonlinear,13,500,50,,0.3,R,survival_coxph,CoxPH,0.222665139062978,0.6024433698142021,0.01400000000001,success,
setting2_smooth_nonlinear,nonlinear,13,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.2012542026253195,0.6841435479765844,0.1260000000000332,success,
setting2_smooth_nonlinear,nonlinear,13,500,50,,0.3,R,gbm_coxph,Boosting,0.204340632929872,0.7052685161618732,0.1739999999999781,success,
setting2_smooth_nonlinear,nonlinear,14,500,50,,0.3,R,survival_coxph,CoxPH,0.228235178531599,0.5687387155016765,0.0149999999999863,success,
setting2_smooth_nonlinear,nonlinear,14,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.195675749538562,0.6471498581377354,0.125,success,
setting2_smooth_nonlinear,nonlinear,14,500,50,,0.3,R,gbm_coxph,Boosting,0.2500718227619488,0.6474077895279855,0.1899999999999977,success,
setting2_smooth_nonlinear,nonlinear,15,500,50,,0.3,R,survival_coxph,CoxPH,0.2221183663275422,0.6182956711135312,0.01400000000001,success,
setting2_smooth_nonlinear,nonlinear,15,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1834283214439412,0.7111353117342771,0.1150000000000091,success,
setting2_smooth_nonlinear,nonlinear,15,500,50,,0.3,R,gbm_coxph,Boosting,0.2429945603531105,0.7073237135856248,0.1730000000000018,success,
setting2_smooth_nonlinear,nonlinear,16,500,50,,0.3,R,survival_coxph,CoxPH,0.2486665134195676,0.5821437212678442,0.0149999999999863,success,
setting2_smooth_nonlinear,nonlinear,16,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1980693499842436,0.6912654246310186,0.1590000000000486,success,
setting2_smooth_nonlinear,nonlinear,16,500,50,,0.3,R,gbm_coxph,Boosting,0.1872720071112383,0.7140091942898621,0.1730000000000018,success,
setting2_smooth_nonlinear,nonlinear,17,500,50,,0.3,R,survival_coxph,CoxPH,0.2144371147444609,0.5927820403523728,0.0139999999999531,success,
setting2_smooth_nonlinear,nonlinear,17,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1824864254039073,0.6612674055129298,0.1690000000000395,success,
setting2_smooth_nonlinear,nonlinear,17,500,50,,0.3,R,gbm_coxph,Boosting,0.1719539927949662,0.6965046888320545,0.1720000000000254,success,
setting2_smooth_nonlinear,nonlinear,18,500,50,,0.3,R,survival_coxph,CoxPH,0.1993305400884513,0.6066323613493425,0.0150000000000432,success,
setting2_smooth_nonlinear,nonlinear,18,500,50,,0.3,R,randomForestSRC_rfsrc,RSF,0.1786868261524362,0.676672384219554,0.1469999999999913,success,
