setting,setting_type,rep,n,p,s,rho,language,method,model_class,ibs,cindex_td,runtime_sec,status,error_message
setting2_smooth_nonlinear,nonlinear,4,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1984784638345668,0.6282085207726912,0.3400657176971435,success,
setting2_smooth_nonlinear,nonlinear,4,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.195442131318094,0.6604921937020376,1.693629264831543,success,
setting2_smooth_nonlinear,nonlinear,5,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2314726247057266,0.5455522708949208,0.1136636734008789,success,
setting2_smooth_nonlinear,nonlinear,5,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1841795264195744,0.6898683149690943,0.3404507637023926,success,
setting2_smooth_nonlinear,nonlinear,5,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1715519339075713,0.7119054017737168,1.679870843887329,success,
setting2_smooth_nonlinear,nonlinear,6,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2054728013218276,0.6074792243767313,0.1143686771392822,success,
setting2_smooth_nonlinear,nonlinear,6,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.179429878798825,0.692797783933518,0.3276340961456299,success,
setting2_smooth_nonlinear,nonlinear,6,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1621733989190425,0.7080332409972299,1.687495231628418,success,
setting2_smooth_nonlinear,nonlinear,7,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1922818934487783,0.5776547907298513,0.1161925792694091,success,
setting2_smooth_nonlinear,nonlinear,7,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1740285344082971,0.614666205465237,0.3440182209014892,success,
setting2_smooth_nonlinear,nonlinear,7,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2080050121982181,0.6022137668626772,1.699605941772461,success,
setting2_smooth_nonlinear,nonlinear,8,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2434907759671724,0.5532039976484421,0.1133308410644531,success,
setting2_smooth_nonlinear,nonlinear,8,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1897888344535973,0.6196355085243974,0.3336939811706543,success,
setting2_smooth_nonlinear,nonlinear,8,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.231814601544907,0.5843621399176955,1.6863460540771484,success,
setting2_smooth_nonlinear,nonlinear,9,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2395434726559692,0.5433174854727945,0.1049864292144775,success,
setting2_smooth_nonlinear,nonlinear,9,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2060563196008405,0.5723718964606445,0.3562560081481933,success,
setting2_smooth_nonlinear,nonlinear,9,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2386307613906265,0.5665610142630745,1.682626724243164,success,
setting2_smooth_nonlinear,nonlinear,10,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2406404560371501,0.5374188082462581,0.1140956878662109,success,
setting2_smooth_nonlinear,nonlinear,10,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2033796851755705,0.5899463428410053,0.3371648788452148,success,
setting2_smooth_nonlinear,nonlinear,10,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2335664148575048,0.5690482914430952,1.696401596069336,success,
setting2_smooth_nonlinear,nonlinear,11,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1893934454874826,0.5963275135460566,0.1048667430877685,success,
setting2_smooth_nonlinear,nonlinear,11,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.175001142025065,0.6303431667670079,0.3338837623596191,success,
setting2_smooth_nonlinear,nonlinear,11,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1720989661591625,0.6372667068031307,1.682844638824463,success,
setting2_smooth_nonlinear,nonlinear,12,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.220860570861046,0.518075639599555,0.1121008396148681,success,
setting2_smooth_nonlinear,nonlinear,12,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1965484830743684,0.6023359288097887,0.3390572071075439,success,
setting2_smooth_nonlinear,nonlinear,12,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1970081315492541,0.6404338153503893,1.7072601318359375,success,
setting2_smooth_nonlinear,nonlinear,13,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2228577979530192,0.6024433698142021,0.1137781143188476,success,
setting2_smooth_nonlinear,nonlinear,13,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2034644072404625,0.6884703486892338,0.3399219512939453,success,
setting2_smooth_nonlinear,nonlinear,13,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2074668016835283,0.6927971494018834,1.6951375007629397,success,
setting2_smooth_nonlinear,nonlinear,14,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2279725303908988,0.5687387155016765,0.1073861122131347,success,
setting2_smooth_nonlinear,nonlinear,14,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1997818887289522,0.6151663657467114,0.3451476097106933,success,
setting2_smooth_nonlinear,nonlinear,14,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2042565562802589,0.6481815836987361,1.687119483947754,success,
setting2_smooth_nonlinear,nonlinear,15,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2230473448497288,0.6182956711135311,0.1127748489379882,success,
setting2_smooth_nonlinear,nonlinear,15,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.189170518233784,0.6994282602777021,0.3332681655883789,success,
setting2_smooth_nonlinear,nonlinear,15,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1872073719240364,0.7165804519466377,1.7049169540405271,success,
setting2_smooth_nonlinear,nonlinear,16,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2486577833245098,0.5821437212678442,0.10365891456604,success,
setting2_smooth_nonlinear,nonlinear,16,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1953347287828647,0.7142511492862328,0.3504908084869385,success,
setting2_smooth_nonlinear,nonlinear,16,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2034369586552411,0.7120735543188967,1.682464599609375,success,
setting2_smooth_nonlinear,nonlinear,17,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2135031487269034,0.5927820403523728,0.1691198348999023,success,
setting2_smooth_nonlinear,nonlinear,17,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1873435472538932,0.6541631145211708,0.3455803394317627,success,
setting2_smooth_nonlinear,nonlinear,17,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1975490088496199,0.6868428530832623,1.6883962154388428,success,
setting2_smooth_nonlinear,nonlinear,18,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1996254765386315,0.6066323613493425,0.1143660545349121,success,
setting2_smooth_nonlinear,nonlinear,18,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1849258677059369,0.6698113207547169,0.3348374366760254,success,
setting2_smooth_nonlinear,nonlinear,18,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1724820889586519,0.7055460263007433,1.689854621887207,success,
setting2_smooth_nonlinear,nonlinear,19,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2380296030677829,0.5273282442748092,0.1144812107086181,success,
setting2_smooth_nonlinear,nonlinear,19,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1918029625389584,0.5853435114503817,0.342670202255249,success,
setting2_smooth_nonlinear,nonlinear,19,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1908300183338599,0.6757251908396946,1.6996774673461914,success,
setting2_smooth_nonlinear,nonlinear,20,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1976352320362105,0.5604128718882817,0.1139180660247802,success,
setting2_smooth_nonlinear,nonlinear,20,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1789348582746149,0.6177899210686096,0.3407790660858154,success,
setting2_smooth_nonlinear,nonlinear,20,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1870167131080471,0.6190042501517912,1.6898443698883057,success,
setting2_smooth_nonlinear,nonlinear,21,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2377318261998425,0.5687873844480696,0.1036078929901123,success,
setting2_smooth_nonlinear,nonlinear,21,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2165598373395905,0.6283306144643828,0.3350305557250976,success,
setting2_smooth_nonlinear,nonlinear,21,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.237057939797093,0.6027732463295269,1.6792771816253662,success,
setting2_smooth_nonlinear,nonlinear,22,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2060706231899027,0.6025965801139962,0.1113255023956298,success,
setting2_smooth_nonlinear,nonlinear,22,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1729454353520136,0.6336288790373654,0.3463828563690185,success,
setting2_smooth_nonlinear,nonlinear,22,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1703081978287273,0.6570614312856238,1.7146096229553225,success,
setting2_smooth_nonlinear,nonlinear,23,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2011740637127313,0.6076335877862595,0.113457441329956,success,
setting2_smooth_nonlinear,nonlinear,23,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1854509285877564,0.6122137404580152,0.3349728584289551,success,
setting2_smooth_nonlinear,nonlinear,23,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1940010947463061,0.6311450381679389,1.6903679370880127,success,
setting2_smooth_nonlinear,nonlinear,24,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2021984289788769,0.6078811369509044,0.1140825748443603,success,
setting2_smooth_nonlinear,nonlinear,24,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1795448295060917,0.6908914728682171,0.3604583740234375,success,
setting2_smooth_nonlinear,nonlinear,24,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2048215036846755,0.6757105943152455,1.683868169784546,success,
setting2_smooth_nonlinear,nonlinear,25,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2270166334473207,0.6204552172627845,0.1139667034149169,success,
setting2_smooth_nonlinear,nonlinear,25,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1883580441276217,0.6905113804315696,0.3286454677581787,success,
setting2_smooth_nonlinear,nonlinear,25,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1929519106384493,0.7120898610700561,1.6823554039001465,success,
setting2_smooth_nonlinear,nonlinear,26,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2282678176839754,0.6012542461458061,0.1131753921508789,success,
setting2_smooth_nonlinear,nonlinear,26,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2085489659525254,0.682257643062451,0.3338022232055664,success,
setting2_smooth_nonlinear,nonlinear,26,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2218550239760365,0.6767703161745493,1.6786184310913086,success,
setting2_smooth_nonlinear,nonlinear,27,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2189203754316471,0.6087198000555402,0.1129727363586425,success,
setting2_smooth_nonlinear,nonlinear,27,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2043562825100518,0.645931685642877,0.3350226879119873,success,
setting2_smooth_nonlinear,nonlinear,27,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2072521305749988,0.690363787836712,1.687370777130127,success,
setting2_smooth_nonlinear,nonlinear,28,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2453196233399346,0.5433558558558559,0.1141242980957031,success,
setting2_smooth_nonlinear,nonlinear,28,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2045349427243176,0.5777027027027027,0.3403899669647217,success,
setting2_smooth_nonlinear,nonlinear,28,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2265879739033432,0.6272522522522522,1.6806306838989258,success,
setting2_smooth_nonlinear,nonlinear,29,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2312737304924542,0.5549722951297754,0.1152019500732421,success,
setting2_smooth_nonlinear,nonlinear,29,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.19213162905751,0.6552930883639545,0.335418701171875,success,
setting2_smooth_nonlinear,nonlinear,29,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2076427976455096,0.6620005832604258,1.7088782787322998,success,
setting2_smooth_nonlinear,nonlinear,30,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2109143488857191,0.6032411288069293,0.1138327121734619,success,
setting2_smooth_nonlinear,nonlinear,30,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1758676111885602,0.6792400111763063,0.3248715400695801,success,
setting2_smooth_nonlinear,nonlinear,30,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1938573859593499,0.6549315451243364,1.6992247104644775,success,
setting2_smooth_nonlinear,nonlinear,31,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2013705343053219,0.6162697350816163,0.1129868030548095,success,
setting2_smooth_nonlinear,nonlinear,31,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1922005861502166,0.6569440727856569,0.3449742794036865,success,
setting2_smooth_nonlinear,nonlinear,31,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2028627008927616,0.6786192132726786,1.7033812999725342,success,
setting2_smooth_nonlinear,nonlinear,32,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2288628762166642,0.5523306948109059,0.1139013767242431,success,
setting2_smooth_nonlinear,nonlinear,32,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1917144390989322,0.6311931984755204,0.3503792285919189,success,
setting2_smooth_nonlinear,nonlinear,32,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1868169036383793,0.6807387862796834,1.7020387649536133,success,
setting2_smooth_nonlinear,nonlinear,33,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2252783885622226,0.5396249243799153,0.1140596866607666,success,
setting2_smooth_nonlinear,nonlinear,33,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1867480785229192,0.6497277676950998,0.3478164672851562,success,
setting2_smooth_nonlinear,nonlinear,33,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2051196835706359,0.6264367816091954,1.692817449569702,success,
setting2_smooth_nonlinear,nonlinear,34,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2137192633981602,0.5853729603729604,0.1135671138763427,success,
setting2_smooth_nonlinear,nonlinear,34,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1816602351914386,0.6657925407925408,0.3311226367950439,success,
setting2_smooth_nonlinear,nonlinear,34,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1812824943824881,0.7071678321678322,1.680729866027832,success,
setting2_smooth_nonlinear,nonlinear,35,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1874554729229017,0.619520748100526,0.1147079467773437,success,
setting2_smooth_nonlinear,nonlinear,35,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1765703972331727,0.6861484511981297,0.3353784084320068,success,
setting2_smooth_nonlinear,nonlinear,35,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1737827501165609,0.673874926943308,1.6899659633636477,success,
setting2_smooth_nonlinear,nonlinear,36,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2395503159016648,0.6015057113187954,0.1133115291595459,success,
setting2_smooth_nonlinear,nonlinear,36,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2085176372818305,0.642263759086189,0.3455736637115478,success,
setting2_smooth_nonlinear,nonlinear,36,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2091332293840149,0.6747144340602285,1.68898606300354,success,
setting2_smooth_nonlinear,nonlinear,37,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2283045179623163,0.6019063638912251,0.1132395267486572,success,
setting2_smooth_nonlinear,nonlinear,37,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1939306381823379,0.6355480796187272,0.3352158069610595,success,
setting2_smooth_nonlinear,nonlinear,37,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2028981039584995,0.6498458088029156,1.6777064800262451,success,
setting2_smooth_nonlinear,nonlinear,38,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.234379037262872,0.572427863596619,0.113908052444458,success,
setting2_smooth_nonlinear,nonlinear,38,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2061087685298025,0.6178956572427864,0.3326678276062011,success,
setting2_smooth_nonlinear,nonlinear,38,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2128717053805135,0.6621976100262315,1.6981420516967771,success,
setting2_smooth_nonlinear,nonlinear,39,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.238296126013157,0.6177673874926943,0.1125779151916503,success,
setting2_smooth_nonlinear,nonlinear,39,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1959578408738643,0.6893629456458211,0.334977388381958,success,
setting2_smooth_nonlinear,nonlinear,39,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2052099675649637,0.6984219754529515,1.680983066558838,success,
setting2_smooth_nonlinear,nonlinear,40,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2297028237769071,0.5299526330454165,0.1480476856231689,success,
setting2_smooth_nonlinear,nonlinear,40,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.186218148808263,0.60490387294511,0.3356869220733642,success,
setting2_smooth_nonlinear,nonlinear,40,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1922572359911483,0.6260796879353581,1.6925272941589355,success,
setting2_smooth_nonlinear,nonlinear,41,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2461492561794598,0.5417564655172413,0.1138393878936767,success,
setting2_smooth_nonlinear,nonlinear,41,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2006706998952274,0.6174568965517241,0.3439624309539795,success,
setting2_smooth_nonlinear,nonlinear,41,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1893285137373598,0.6721443965517241,1.6937263011932373,success,
setting2_smooth_nonlinear,nonlinear,42,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2242832416119606,0.569920091324201,0.1132311820983886,success,
setting2_smooth_nonlinear,nonlinear,42,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1878417594565017,0.6144406392694064,0.3370821475982666,success,
setting2_smooth_nonlinear,nonlinear,42,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2033672340751949,0.6247146118721462,1.7096819877624512,success,
setting2_smooth_nonlinear,nonlinear,43,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1947496113937768,0.6628161098969716,0.1131427288055419,success,
setting2_smooth_nonlinear,nonlinear,43,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1684951758883758,0.6871682797377459,0.33538818359375,success,
setting2_smooth_nonlinear,nonlinear,43,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1772245298280806,0.6734311582891039,1.6882665157318115,success,
setting2_smooth_nonlinear,nonlinear,44,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.245904059956397,0.5294590251740761,0.1122980117797851,success,
setting2_smooth_nonlinear,nonlinear,44,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2000377366059926,0.5942688805570434,0.3403754234313965,success,
setting2_smooth_nonlinear,nonlinear,44,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1973597715158712,0.6531869309051955,1.6899104118347168,success,
setting2_smooth_nonlinear,nonlinear,45,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2150241120708481,0.6081596712650426,0.1160225868225097,success,
setting2_smooth_nonlinear,nonlinear,45,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.190584311542733,0.6850601702377458,0.3368532657623291,success,
setting2_smooth_nonlinear,nonlinear,45,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2077388186109875,0.6536542412679777,1.6880569458007812,success,
setting2_smooth_nonlinear,nonlinear,46,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.229095735456585,0.5778975741239892,0.113551378250122,success,
setting2_smooth_nonlinear,nonlinear,46,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2055605277704363,0.6161725067385445,0.3286347389221191,success,
setting2_smooth_nonlinear,nonlinear,46,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2194857026010382,0.6474393530997304,1.6866939067840576,success,
setting2_smooth_nonlinear,nonlinear,47,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2102372884093483,0.6008158508158508,0.1136493682861328,success,
setting2_smooth_nonlinear,nonlinear,47,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1821782708947525,0.6349067599067599,0.3290538787841797,success,
setting2_smooth_nonlinear,nonlinear,47,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1869272661751644,0.6165501165501166,1.688474178314209,success,
setting2_smooth_nonlinear,nonlinear,48,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.1914522696574442,0.634620886981402,0.1142010688781738,success,
setting2_smooth_nonlinear,nonlinear,48,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.1763933262957822,0.709585121602289,0.3341460227966308,success,
setting2_smooth_nonlinear,nonlinear,48,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.1636155764188402,0.7430615164520744,1.6833019256591797,success,
setting2_smooth_nonlinear,nonlinear,49,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2305972696616565,0.5568934376881397,0.1144816875457763,success,
setting2_smooth_nonlinear,nonlinear,49,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2085877552299859,0.609271523178808,0.3336262702941894,success,
setting2_smooth_nonlinear,nonlinear,49,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2255388563591909,0.621312462372065,1.7075464725494385,success,
setting2_smooth_nonlinear,nonlinear,50,500,50,,0.3,Python,lifelines_CoxPHFitter,CoxPH,0.2503522593695745,0.5425696594427245,0.1115946769714355,success,
setting2_smooth_nonlinear,nonlinear,50,500,50,,0.3,Python,sksurv_RandomSurvivalForest,RSF,0.2152066040825549,0.5913312693498453,0.324582576751709,success,
setting2_smooth_nonlinear,nonlinear,50,500,50,,0.3,Python,sksurv_GradientBoostingSurvivalAnalysis,Boosting,0.2202538507696289,0.6150670794633643,1.7063241004943848,success,
setting1_highdim_s50,highdim,1,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2162801837089968,0.5,2.013,success,
setting1_highdim_s50,highdim,1,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2137921661642136,0.5783563042368556,0.4439999999999999,success,
setting1_highdim_s50,highdim,1,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2403192544102939,0.5750382848392037,1.7249999999999996,success,
setting1_highdim_s50,highdim,2,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2441436170960892,0.5160170848905499,1.927999999999999,success,
setting1_highdim_s50,highdim,2,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2394837694852407,0.4474105712760278,0.3390000000000004,success,
setting1_highdim_s50,highdim,2,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.3053608424059474,0.4783769353977576,1.7339999999999982,success,
setting1_highdim_s50,highdim,3,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1980329887988803,0.5475987496447854,1.578999999999997,success,
setting1_highdim_s50,highdim,3,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1924187150788969,0.5774367718101734,0.439,success,
setting1_highdim_s50,highdim,3,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.216090192346453,0.5700483091787439,1.6950000000000005,success,
setting1_highdim_s50,highdim,4,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1946155333600773,0.6145326850351162,2.7669999999999995,success,
setting1_highdim_s50,highdim,4,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2068295796580199,0.5607779578606159,0.6430000000000007,success,
setting1_highdim_s50,highdim,4,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2129161677821755,0.5618584548892491,1.7479999999999976,success,
setting1_highdim_s50,highdim,5,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1756621576368967,0.6368452030606239,2.317999999999998,success,
setting1_highdim_s50,highdim,5,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1959133213350338,0.5173631547969394,0.6340000000000003,success,
setting1_highdim_s50,highdim,5,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2172462890735107,0.5697469099470276,1.7070000000000007,success,
setting1_highdim_s50,highdim,6,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1909691168788131,0.656121045392022,1.913000000000004,success,
setting1_highdim_s50,highdim,6,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.210350580724896,0.5425034387895461,0.3449999999999988,success,
setting1_highdim_s50,highdim,6,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2468484591245062,0.5653370013755158,1.7309999999999943,success,
setting1_highdim_s50,highdim,7,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.1665555066099567,0.6409198113207547,2.192999999999998,success,
setting1_highdim_s50,highdim,7,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.1908609628015706,0.5061910377358491,0.3739999999999952,success,
setting1_highdim_s50,highdim,7,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.1911379501626345,0.5760613207547169,1.7049999999999983,success,
setting1_highdim_s50,highdim,8,500,500,50.0,0.3,R,glmnet_validation_glmnet,Penalized Cox,0.2014373742668035,0.5808681227536633,2.080999999999996,success,
setting1_highdim_s50,highdim,8,500,500,50.0,0.3,R,randomForestSRC_rfsrc,RSF,0.2070604754631335,0.5747857340337297,0.6640000000000015,success,
setting1_highdim_s50,highdim,8,500,500,50.0,0.3,R,gbm_coxph,Boosting,0.2364394332828663,0.5631739010229472,1.7580000000000098,success,
